segment_id	reference	text
pli-tv-bu-vb-pc3:1.1	pts-vp-en2.186	pts-vp-en
pli-tv-bu-vb-pc3:1.1	pts-vp-pli4.12	pts-vp-pli
pli-tv-bu-vb-pc3:1.1	sya2.183	sya
pli-tv-bu-vb-pc3:1.1	vri88.20	vri
pli-tv-bu-vb-pc3:1.9	cck2.163	cck
pli-tv-bu-vb-pc3:1.9	dr2.143	dr
pli-tv-bu-vb-pc3:1.9	mc2.124	mc
pli-tv-bu-vb-pc3:1.9	ms2V_112	ms
pli-tv-bu-vb-pc3:1.9	sya2.184	sya
pli-tv-bu-vb-pc3:1.20.1	ms2V_113	ms
pli-tv-bu-vb-pc3:1.20.1	msdiv37	msdiv
pli-tv-bu-vb-pc3:2.1.1	ms2V_114	ms
pli-tv-bu-vb-pc3:2.1.1	msdiv38	msdiv
pli-tv-bu-vb-pc3:2.1.1	pts-cs2.1	pts-cs
pli-tv-bu-vb-pc3:2.1.1	pts-vp-en2.187	pts-vp-en
pli-tv-bu-vb-pc3:2.1.4.1	bj2.1.44	bj
pli-tv-bu-vb-pc3:2.1.4.1	csp1ed2.21	csp1ed
pli-tv-bu-vb-pc3:2.1.4.1	csp2ed2.21	csp2ed
pli-tv-bu-vb-pc3:2.1.4.1	ms2V_115	ms
pli-tv-bu-vb-pc3:2.1.4.1	vri88.21	vri
pli-tv-bu-vb-pc3:2.1.11	mc2.125	mc
pli-tv-bu-vb-pc3:2.1.11	ms2V_116	ms
pli-tv-bu-vb-pc3:2.1.11	ndp2.23	ndp
pli-tv-bu-vb-pc3:2.1.11	pts-vp-pli4.13	pts-vp-pli
pli-tv-bu-vb-pc3:2.1.11	sya2.185	sya
pli-tv-bu-vb-pc3:2.2.1	cck2.164	cck
pli-tv-bu-vb-pc3:2.2.1	dr2.144	dr
pli-tv-bu-vb-pc3:2.2.1	ms2V_117	ms
pli-tv-bu-vb-pc3:2.2.1	msdiv39	msdiv
pli-tv-bu-vb-pc3:2.2.1	pts-cs2.2	pts-cs
pli-tv-bu-vb-pc3:2.2.2	ms2V_118	ms
pli-tv-bu-vb-pc3:2.2.3	ms2V_119	ms
pli-tv-bu-vb-pc3:2.2.4	ms2V_120	ms
pli-tv-bu-vb-pc3:2.2.5	ms2V_121	ms
pli-tv-bu-vb-pc3:2.2.6	ms2V_122	ms
pli-tv-bu-vb-pc3:2.2.6	sya2.186	sya
pli-tv-bu-vb-pc3:2.2.6	vri88.22	vri
pli-tv-bu-vb-pc3:2.2.7	bj2.1.46	bj
pli-tv-bu-vb-pc3:2.2.7	cck2.165	cck
pli-tv-bu-vb-pc3:2.2.7	csp1ed2.22	csp1ed
pli-tv-bu-vb-pc3:2.2.7	csp2ed2.22	csp2ed
pli-tv-bu-vb-pc3:2.2.7	mc2.126	mc
pli-tv-bu-vb-pc3:2.2.7	ms2V_123	ms
pli-tv-bu-vb-pc3:2.2.8	ms2V_124	ms
pli-tv-bu-vb-pc3:2.2.8	ndp2.24	ndp
pli-tv-bu-vb-pc3:2.2.9	dr2.145	dr
pli-tv-bu-vb-pc3:2.2.9	ms2V_125	ms
pli-tv-bu-vb-pc3:2.2.10	ms2V_126	ms
pli-tv-bu-vb-pc3:2.2.11	ms2V_127	ms
pli-tv-bu-vb-pc3:2.2.11	msdiv40	msdiv
pli-tv-bu-vb-pc3:2.2.12	ms2V_128	ms
pli-tv-bu-vb-pc3:2.2.12	sya2.187	sya
pli-tv-bu-vb-pc3:2.2.13	cck2.166	cck
pli-tv-bu-vb-pc3:2.2.13	ms2V_129	ms
pli-tv-bu-vb-pc3:2.2.14	ms2V_130	ms
pli-tv-bu-vb-pc3:2.2.14	vri88.23	vri
pli-tv-bu-vb-pc3:2.2.15	mc2.127	mc
pli-tv-bu-vb-pc3:2.2.15	ms2V_131	ms
pli-tv-bu-vb-pc3:2.2.16	bj2.1.48	bj
pli-tv-bu-vb-pc3:2.2.16	csp1ed2.23	csp1ed
pli-tv-bu-vb-pc3:2.2.16	csp2ed2.23	csp2ed
pli-tv-bu-vb-pc3:2.2.16	ms2V_132	ms
pli-tv-bu-vb-pc3:2.2.17	dr2.146	dr
pli-tv-bu-vb-pc3:2.2.17	ms2V_133	ms
pli-tv-bu-vb-pc3:2.2.17	ndp2.25	ndp
pli-tv-bu-vb-pc3:2.2.17	sya2.188	sya
pli-tv-bu-vb-pc3:2.2.18	ms2V_134	ms
pli-tv-bu-vb-pc3:2.2.19	cck2.167	cck
pli-tv-bu-vb-pc3:2.2.19	ms2V_135	ms
pli-tv-bu-vb-pc3:2.2.19	pts-vp-en2.188	pts-vp-en
pli-tv-bu-vb-pc3:2.2.20	ms2V_136	ms
pli-tv-bu-vb-pc3:2.2.21.1	mc2.128	mc
pli-tv-bu-vb-pc3:2.2.21.1	ms2V_137	ms
pli-tv-bu-vb-pc3:2.2.21.1	msdiv41	msdiv
pli-tv-bu-vb-pc3:2.2.22	ms2V_138	ms
pli-tv-bu-vb-pc3:2.2.22	sya2.189	sya
pli-tv-bu-vb-pc3:2.2.22	vri88.24	vri
pli-tv-bu-vb-pc3:2.2.23	csp1ed2.24	csp1ed
pli-tv-bu-vb-pc3:2.2.23	csp2ed2.24	csp2ed
pli-tv-bu-vb-pc3:2.2.23	dr2.147	dr
pli-tv-bu-vb-pc3:2.2.23	ms2V_139	ms
pli-tv-bu-vb-pc3:2.2.24	bj2.1.50	bj
pli-tv-bu-vb-pc3:2.2.24	cck2.168	cck
pli-tv-bu-vb-pc3:2.2.24	ms2V_140	ms
pli-tv-bu-vb-pc3:2.2.25	ms2V_141	ms
pli-tv-bu-vb-pc3:2.2.25	ndp2.26	ndp
pli-tv-bu-vb-pc3:2.2.26	ms2V_142	ms
pli-tv-bu-vb-pc3:2.2.27	mc2.129	mc
pli-tv-bu-vb-pc3:2.2.27	ms2V_143	ms
pli-tv-bu-vb-pc3:2.2.27	pts-vp-en2.189	pts-vp-en
pli-tv-bu-vb-pc3:2.2.27	pts-vp-pli4.14	pts-vp-pli
pli-tv-bu-vb-pc3:2.2.27	sya2.190	sya
pli-tv-bu-vb-pc3:2.3.1	dr2.148	dr
pli-tv-bu-vb-pc3:2.3.1	ms2V_144	ms
pli-tv-bu-vb-pc3:2.3.1	msdiv42	msdiv
pli-tv-bu-vb-pc3:2.3.1	pts-cs2.3	pts-cs
pli-tv-bu-vb-pc3:2.3.2	cck2.169	cck
pli-tv-bu-vb-pc3:2.3.2	ms2V_145	ms
pli-tv-bu-vb-pc3:2.3.2	vri88.25	vri
pli-tv-bu-vb-pc3:2.3.3	ms2V_146	ms
pli-tv-bu-vb-pc3:2.3.4	ms2V_147	ms
pli-tv-bu-vb-pc3:2.4.1	ms2V_148	ms
pli-tv-bu-vb-pc3:2.4.1	msdiv43	msdiv
pli-tv-bu-vb-pc3:2.4.1	pts-cs2.4	pts-cs
pli-tv-bu-vb-pc3:2.4.6	ms2V_149	ms
pli-tv-bu-vb-pc4:1.1	bj2.1.52	bj
pli-tv-bu-vb-pc4:1.1	csp1ed2.25	csp1ed
pli-tv-bu-vb-pc4:1.1	csp2ed2.25	csp2ed
pli-tv-bu-vb-pc4:1.1	mc2.130	mc
pli-tv-bu-vb-pc4:1.1	ms2V_150	ms
pli-tv-bu-vb-pc4:1.1	msdiv44	msdiv
pli-tv-bu-vb-pc4:1.1	ndp2.27	ndp
pli-tv-bu-vb-pc4:1.1	pts-cs1	pts-cs
pli-tv-bu-vb-pc4:1.1	pts-vp-en2.190	pts-vp-en
pli-tv-bu-vb-pc4:1.1	sya2.191	sya
pli-tv-bu-vb-pc4:1.7	cck2.170	cck
pli-tv-bu-vb-pc4:1.7	dr2.149	dr
pli-tv-bu-vb-pc4:1.7	ms2V_151	ms
pli-tv-bu-vb-pc4:1.16.1	ms2V_152	ms
pli-tv-bu-vb-pc4:1.16.1	msdiv45	msdiv
pli-tv-bu-vb-pc4:2.1.1	ms2V_153	ms
pli-tv-bu-vb-pc4:2.1.1	msdiv46	msdiv
pli-tv-bu-vb-pc4:2.1.1	pts-cs2.1	pts-cs
pli-tv-bu-vb-pc4:2.1.1	vri88.26	vri
pli-tv-bu-vb-pc4:2.1.5	ms2V_154	ms
pli-tv-bu-vb-pc4:2.1.5	pts-vp-en2.191	pts-vp-en
pli-tv-bu-vb-pc4:2.1.7	ms2V_155	ms
pli-tv-bu-vb-pc4:2.1.7	pts-vp-pli4.15	pts-vp-pli
pli-tv-bu-vb-pc4:2.1.7	sya2.192	sya
pli-tv-bu-vb-pc4:2.1.9	ms2V_156	ms
pli-tv-bu-vb-pc4:2.1.17	csp1ed2.26	csp1ed
pli-tv-bu-vb-pc4:2.1.17	csp2ed2.26	csp2ed
pli-tv-bu-vb-pc4:2.1.17	ms2V_157	ms
pli-tv-bu-vb-pc4:2.1.19	ms2V_158	ms
pli-tv-bu-vb-pc4:2.1.20	pts-vp-en2.192	pts-vp-en
pli-tv-bu-vb-pc4:2.1.21	bj2.1.54	bj
pli-tv-bu-vb-pc4:2.1.21	cck2.171	cck
pli-tv-bu-vb-pc4:2.1.21	mc2.131	mc
pli-tv-bu-vb-pc4:2.1.21	ms2V_159	ms
pli-tv-bu-vb-pc4:2.2.1	dr2.150	dr
pli-tv-bu-vb-pc4:2.2.1	ms2V_160	ms
pli-tv-bu-vb-pc4:2.2.1	msdiv47	msdiv
pli-tv-bu-vb-pc4:2.2.1	ndp2.28	ndp
pli-tv-bu-vb-pc4:2.2.1	pts-cs2.2	pts-cs
pli-tv-bu-vb-pc4:2.2.4	ms2V_161	ms
pli-tv-bu-vb-pc4:2.3.1	ms2V_162	ms
pli-tv-bu-vb-pc4:2.3.1	msdiv48	msdiv
pli-tv-bu-vb-pc4:2.3.1	pts-cs2.3	pts-cs
pli-tv-bu-vb-pc4:2.3.1	sya2.193	sya
pli-tv-bu-vb-pc4:2.3.4	pts-vp-en2.193	pts-vp-en
pli-tv-bu-vb-pc4:2.3.8	ms2V_163	ms
pli-tv-bu-vb-pc5:1.1	bj2.1.56	bj
pli-tv-bu-vb-pc5:1.1	cck2.172	cck
pli-tv-bu-vb-pc5:1.1	ms2V_164	ms
pli-tv-bu-vb-pc5:1.1	msdiv49	msdiv
pli-tv-bu-vb-pc5:1.1	pts-cs1	pts-cs
pli-tv-bu-vb-pc5:1.1	pts-vp-en2.194	pts-vp-en
pli-tv-bu-vb-pc5:1.1	sya2.194	sya
pli-tv-bu-vb-pc5:1.1	vri88.27	vri
pli-tv-bu-vb-pc5:1.7	csp1ed2.27	csp1ed
pli-tv-bu-vb-pc5:1.7	csp2ed2.27	csp2ed
pli-tv-bu-vb-pc5:1.7	dr2.151	dr
pli-tv-bu-vb-pc5:1.7	mc2.132	mc
pli-tv-bu-vb-pc5:1.7	ms2V_165	ms
pli-tv-bu-vb-pc5:1.7	pts-vp-pli4.16	pts-vp-pli
pli-tv-bu-vb-pc5:1.10	ms2V_166	ms
pli-tv-bu-vb-pc5:1.10	ndp2.29	ndp
pli-tv-bu-vb-pc5:1.12	pts-vp-en2.195	pts-vp-en
pli-tv-bu-vb-pc5:1.17.1	ms2V_167	ms
pli-tv-bu-vb-pc5:1.18	ms2V_168	ms
pli-tv-bu-vb-pc5:2.1	cck2.173	cck
pli-tv-bu-vb-pc5:2.1	ms2V_169	ms
pli-tv-bu-vb-pc5:2.1	msdiv50	msdiv
pli-tv-bu-vb-pc5:2.1	pts-cs2	pts-cs
pli-tv-bu-vb-pc5:2.1	sya2.195	sya
pli-tv-bu-vb-pc5:2.12	bj2.1.58	bj
pli-tv-bu-vb-pc5:2.12	dr2.152	dr
pli-tv-bu-vb-pc5:2.12	ms2V_170	ms
pli-tv-bu-vb-pc5:2.12	ndp2.30	ndp
pli-tv-bu-vb-pc5:2.12	pts-vp-en2.196	pts-vp-en
pli-tv-bu-vb-pc5:2.12	vri88.28	vri
pli-tv-bu-vb-pc5:2.16.1	ms2V_171	ms
pli-tv-bu-vb-pc5:2.16.1	msdiv51	msdiv
pli-tv-bu-vb-pc5:3.1.1	mc2.133	mc
pli-tv-bu-vb-pc5:3.1.1	ms2V_172	ms
pli-tv-bu-vb-pc5:3.1.1	msdiv52	msdiv
pli-tv-bu-vb-pc5:3.1.1	pts-cs3.1	pts-cs
pli-tv-bu-vb-pc5:3.1.5	ms2V_173	ms
pli-tv-bu-vb-pc5:3.1.7	csp1ed2.28	csp1ed
pli-tv-bu-vb-pc5:3.1.7	csp2ed2.28	csp2ed
pli-tv-bu-vb-pc5:3.1.7	ms2V_174	ms
pli-tv-bu-vb-pc5:3.1.7	sya2.196	sya
pli-tv-bu-vb-pc5:3.1.9	ms2V_175	ms
pli-tv-bu-vb-pc5:3.1.9	pts-vp-pli4.17	pts-vp-pli
pli-tv-bu-vb-pc5:3.1.11	ms2V_176	ms
pli-tv-bu-vb-pc5:3.1.13	ms2V_177	ms
pli-tv-bu-vb-pc5:3.2.1	cck2.174	cck
pli-tv-bu-vb-pc5:3.2.1	ms2V_178	ms
pli-tv-bu-vb-pc5:3.2.1	msdiv53	msdiv
pli-tv-bu-vb-pc5:3.2.1	pts-cs3.2	pts-cs
pli-tv-bu-vb-pc5:3.2.1	pts-vp-en2.197	pts-vp-en
pli-tv-bu-vb-pc5:3.2.4	dr2.153	dr
pli-tv-bu-vb-pc5:3.2.4	ms2V_179	ms
pli-tv-bu-vb-pc5:3.3.1	mc2.134	mc
pli-tv-bu-vb-pc5:3.3.1	ms2V_180	ms
pli-tv-bu-vb-pc5:3.3.1	msdiv54	msdiv
pli-tv-bu-vb-pc5:3.3.1	ndp2.31	ndp
pli-tv-bu-vb-pc5:3.3.1	pts-cs3.3	pts-cs
pli-tv-bu-vb-pc5:3.3.1	sya2.197	sya
pli-tv-bu-vb-pc5:3.3.1	vri88.29	vri
pli-tv-bu-vb-pc5:3.3.14	ms2V_181	ms
pli-tv-bu-vb-pc6:1.1	bj2.1.60	bj
pli-tv-bu-vb-pc6:1.1	cck2.175	cck
pli-tv-bu-vb-pc6:1.1	csp1ed2.29	csp1ed
pli-tv-bu-vb-pc6:1.1	csp2ed2.29	csp2ed
pli-tv-bu-vb-pc6:1.1	dr2.154	dr
pli-tv-bu-vb-pc6:1.1	ms2V_182	ms
pli-tv-bu-vb-pc6:1.1	msdiv55	msdiv
pli-tv-bu-vb-pc6:1.1	pts-cs1	pts-cs
pli-tv-bu-vb-pc6:1.1	pts-vp-en2.198	pts-vp-en
pli-tv-bu-vb-pc6:1.1	pts-vp-pli4.18	pts-vp-pli
pli-tv-bu-vb-pc6:1.1	sya2.198	sya
pli-tv-bu-vb-pc6:1.10	bj2.1.62	bj
pli-tv-bu-vb-pc6:1.10	cck2.176	cck
pli-tv-bu-vb-pc6:1.10	cck2.177	cck
pli-tv-bu-vb-pc6:1.10	csp1ed2.30	csp1ed
pli-tv-bu-vb-pc6:1.10	csp2ed2.30	csp2ed
pli-tv-bu-vb-pc6:1.10	dr2.155	dr
pli-tv-bu-vb-pc6:1.10	mc2.135	mc
pli-tv-bu-vb-pc6:1.10	ms2V_183	ms
pli-tv-bu-vb-pc6:1.10	ndp2.32	ndp
pli-tv-bu-vb-pc6:1.10	pts-vp-pli4.19	pts-vp-pli
pli-tv-bu-vb-pc6:1.10	sya2.199	sya
pli-tv-bu-vb-pc6:1.10	sya2.200	sya
pli-tv-bu-vb-pc6:1.10	vri88.30	vri
pli-tv-bu-vb-pc6:1.11	pts-vp-en2.199	pts-vp-en
pli-tv-bu-vb-pc6:1.28	pts-vp-en2.200	pts-vp-en
pli-tv-bu-vb-pc6:1.34	cck2.178	cck
pli-tv-bu-vb-pc6:1.34	dr2.156	dr
pli-tv-bu-vb-pc6:1.34	mc2.136	mc
pli-tv-bu-vb-pc6:1.34	ms2V_184	ms
pli-tv-bu-vb-pc6:1.34	ndp2.33	ndp
pli-tv-bu-vb-pc6:1.34	sya2.201	sya
pli-tv-bu-vb-pc6:1.41	pts-vp-en2.201	pts-vp-en
pli-tv-bu-vb-pc6:1.42	ms2V_185	ms
pli-tv-bu-vb-pc6:1.45	bj2.1.64	bj
pli-tv-bu-vb-pc6:1.45	csp1ed2.31	csp1ed
pli-tv-bu-vb-pc6:1.45	csp2ed2.31	csp2ed
pli-tv-bu-vb-pc6:1.45	ms2V_186	ms
pli-tv-bu-vb-pc6:1.45	vri88.31	vri
pli-tv-bu-vb-pc6:1.51.1	ms2V_187	ms
pli-tv-bu-vb-pc6:1.51.1	msdiv56	msdiv
pli-tv-bu-vb-pc6:2.1.1	ms2V_188	ms
pli-tv-bu-vb-pc6:2.1.1	msdiv57	msdiv
pli-tv-bu-vb-pc6:2.1.1	pts-cs2.1	pts-cs
pli-tv-bu-vb-pc6:2.1.5	ms2V_189	ms
pli-tv-bu-vb-pc6:2.1.5	ndp2.34	ndp
pli-tv-bu-vb-pc6:2.1.7	ms2V_190	ms
pli-tv-bu-vb-pc6:2.1.9	ms2V_191	ms
pli-tv-bu-vb-pc6:2.1.11	cck2.179	cck
pli-tv-bu-vb-pc6:2.1.11	dr2.157	dr
pli-tv-bu-vb-pc6:2.1.11	mc2.137	mc
pli-tv-bu-vb-pc6:2.1.11	ms2V_192	ms
pli-tv-bu-vb-pc6:2.1.11	pts-vp-pli4.20	pts-vp-pli
pli-tv-bu-vb-pc6:2.1.11	sya2.202	sya
pli-tv-bu-vb-pc6:2.1.13	pts-vp-en2.202	pts-vp-en
pli-tv-bu-vb-pc6:2.2.1	ms2V_193	ms
pli-tv-bu-vb-pc6:2.2.1	msdiv58	msdiv
pli-tv-bu-vb-pc6:2.2.1	pts-cs2.2	pts-cs
pli-tv-bu-vb-pc6:2.2.4	ms2V_194	ms
pli-tv-bu-vb-pc6:2.3.1	csp1ed2.32	csp1ed
pli-tv-bu-vb-pc6:2.3.1	csp2ed2.32	csp2ed
pli-tv-bu-vb-pc6:2.3.1	ms2V_195	ms
pli-tv-bu-vb-pc6:2.3.1	msdiv59	msdiv
pli-tv-bu-vb-pc6:2.3.1	pts-cs2.3	pts-cs
pli-tv-bu-vb-pc6:2.3.1	vri88.32	vri
pli-tv-bu-vb-pc6:2.3.11	ms2V_196	ms
pli-tv-bu-vb-pc7:1.1	bj2.1.66	bj
pli-tv-bu-vb-pc7:1.1	cck2.180	cck
pli-tv-bu-vb-pc7:1.1	dr2.158	dr
pli-tv-bu-vb-pc7:1.1	mc2.138	mc
pli-tv-bu-vb-pc7:1.1	ms2V_197	ms
pli-tv-bu-vb-pc7:1.1	msdiv60	msdiv
pli-tv-bu-vb-pc7:1.1	ndp2.35	ndp
pli-tv-bu-vb-pc7:1.1	pts-cs1	pts-cs
pli-tv-bu-vb-pc7:1.1	pts-vp-en2.203	pts-vp-en
pli-tv-bu-vb-pc7:1.1	sya2.203	sya
pli-tv-bu-vb-pc7:1.8	ms2V_198	ms
pli-tv-bu-vb-pc7:1.8	pts-vp-pli4.21	pts-vp-pli
pli-tv-bu-vb-pc7:1.8	sya2.204	sya
pli-tv-bu-vb-pc7:1.17	pts-vp-en2.204	pts-vp-en
pli-tv-bu-vb-pc7:1.20	ms2V_199	ms
pli-tv-bu-vb-pc7:1.23	bj2.1.68	bj
pli-tv-bu-vb-pc7:1.23	cck2.181	cck
pli-tv-bu-vb-pc7:1.23	csp1ed2.33	csp1ed
pli-tv-bu-vb-pc7:1.23	csp2ed2.33	csp2ed
pli-tv-bu-vb-pc7:1.23	dr2.159	dr
pli-tv-bu-vb-pc7:1.23	ms2V_200	ms
pli-tv-bu-vb-pc7:1.23	vri88.33	vri
pli-tv-bu-vb-pc7:1.30.1	ms2V_201	ms
pli-tv-bu-vb-pc7:1.31	ms2V_202	ms
pli-tv-bu-vb-pc7:2.1	mc2.139	mc
pli-tv-bu-vb-pc7:2.1	ms2V_203	ms
pli-tv-bu-vb-pc7:2.1	msdiv61	msdiv
pli-tv-bu-vb-pc7:2.1	ndp2.36	ndp
pli-tv-bu-vb-pc7:2.1	pts-cs2	pts-cs
pli-tv-bu-vb-pc7:2.1	pts-vp-en2.205	pts-vp-en
pli-tv-bu-vb-pc7:2.9	ms2V_204	ms
pli-tv-bu-vb-pc7:2.9	sya2.205	sya
pli-tv-bu-vb-pc7:2.14.1	ms2V_205	ms
pli-tv-bu-vb-pc7:2.15	ms2V_206	ms
pli-tv-bu-vb-pc7:2.15	pts-vp-pli4.22	pts-vp-pli
pli-tv-bu-vb-pc7:3.1	cck2.182	cck
pli-tv-bu-vb-pc7:3.1	dr2.160	dr
pli-tv-bu-vb-pc7:3.1	ms2V_207	ms
pli-tv-bu-vb-pc7:3.1	msdiv62	msdiv
pli-tv-bu-vb-pc7:3.1	pts-cs3	pts-cs
pli-tv-bu-vb-pc7:3.4	bj2.1.70	bj
pli-tv-bu-vb-pc7:3.4	csp1ed2.34	csp1ed
pli-tv-bu-vb-pc7:3.4	csp2ed2.34	csp2ed
pli-tv-bu-vb-pc7:3.4	ms2V_208	ms
pli-tv-bu-vb-pc7:3.4	sya2.206	sya
pli-tv-bu-vb-pc7:3.4	vri88.34	vri
pli-tv-bu-vb-pc7:3.9	pts-vp-en2.206	pts-vp-en
pli-tv-bu-vb-pc7:3.11.1	mc2.140	mc
pli-tv-bu-vb-pc7:3.11.1	ms2V_209	ms
pli-tv-bu-vb-pc7:3.11.1	msdiv63	msdiv
pli-tv-bu-vb-pc7:4.1.1	ms2V_210	ms
pli-tv-bu-vb-pc7:4.1.1	msdiv64	msdiv
pli-tv-bu-vb-pc7:4.1.1	ndp2.37	ndp
pli-tv-bu-vb-pc7:4.1.5	ms2V_211	ms
pli-tv-bu-vb-pc7:4.1.7	ms2V_212	ms
pli-tv-bu-vb-pc7:4.1.9	ms2V_213	ms
pli-tv-bu-vb-pc7:4.1.11	cck2.183	cck
pli-tv-bu-vb-pc7:4.1.11	ms2V_214	ms
pli-tv-bu-vb-pc7:4.1.14	ms2V_215	ms
pli-tv-bu-vb-pc7:4.2.1	dr2.161	dr
pli-tv-bu-vb-pc7:4.2.1	ms2V_216	ms
pli-tv-bu-vb-pc7:4.2.1	msdiv65	msdiv
pli-tv-bu-vb-pc7:4.2.1	pts-cs4.2	pts-cs
pli-tv-bu-vb-pc7:4.2.3	pts-vp-en2.207	pts-vp-en
pli-tv-bu-vb-pc7:4.2.4	bj2.1.72	bj
pli-tv-bu-vb-pc7:4.2.4	csp1ed2.35	csp1ed
pli-tv-bu-vb-pc7:4.2.4	csp2ed2.35	csp2ed
pli-tv-bu-vb-pc7:4.2.4	mc2.141	mc
pli-tv-bu-vb-pc7:4.2.4	ms2V_217	ms
pli-tv-bu-vb-pc7:4.2.4	pts-vp-pli4.23	pts-vp-pli
pli-tv-bu-vb-pc7:4.2.4	sya2.207	sya
pli-tv-bu-vb-pc7:4.2.4	vri88.35	vri
pli-tv-bu-vb-pc7:4.3.1	cck2.184	cck
pli-tv-bu-vb-pc7:4.3.1	ms2V_218	ms
pli-tv-bu-vb-pc7:4.3.1	msdiv66	msdiv
pli-tv-bu-vb-pc7:4.3.1	pts-cs4.3	pts-cs
pli-tv-bu-vb-pc7:4.3.13	ms2V_219	ms
pli-tv-bu-vb-pc8:1.1.1	bj2.1.74	bj
pli-tv-bu-vb-pc8:1.1.1	bj2.1.76	bj
pli-tv-bu-vb-pc8:1.1.1	cck2.185	cck
pli-tv-bu-vb-pc8:1.1.1	csp1ed2.36	csp1ed
pli-tv-bu-vb-pc8:1.1.1	csp2ed2.36	csp2ed
pli-tv-bu-vb-pc8:1.1.1	dr2.162	dr
pli-tv-bu-vb-pc8:1.1.1	dr2.163	dr
pli-tv-bu-vb-pc8:1.1.1	mc2.142	mc
pli-tv-bu-vb-pc8:1.1.1	ms2V_220	ms
pli-tv-bu-vb-pc8:1.1.1	msdiv67	msdiv
pli-tv-bu-vb-pc8:1.1.1	ndp2.38	ndp
pli-tv-bu-vb-pc8:1.1.1	pts-cs1.1	pts-cs
pli-tv-bu-vb-pc8:1.1.1	pts-vp-en2.208	pts-vp-en
pli-tv-bu-vb-pc8:1.1.1	pts-vp-pli4.24	pts-vp-pli
pli-tv-bu-vb-pc8:1.1.1	sya2.208	sya
pli-tv-bu-vb-pc8:1.1.1	sya2.209	sya
pli-tv-bu-vb-pc8:1.1.1	vri88.36	vri
pli-tv-bu-vb-pc8:1.1.11	pts-vp-en2.209	pts-vp-en
pli-tv-bu-vb-pc8:1.1.16	cck2.186	cck
pli-tv-bu-vb-pc8:1.1.16	ms2V_221	ms
pli-tv-bu-vb-pc8:1.1.16	ndp2.39	ndp
pli-tv-bu-vb-pc8:1.1.16	sya2.210	sya
pli-tv-bu-vb-pc8:1.2.1	bj2.1.78	bj
pli-tv-bu-vb-pc8:1.2.1	cck2.187	cck
pli-tv-bu-vb-pc8:1.2.1	csp1ed2.37	csp1ed
pli-tv-bu-vb-pc8:1.2.1	csp2ed2.37	csp2ed
pli-tv-bu-vb-pc8:1.2.1	dr2.164	dr
pli-tv-bu-vb-pc8:1.2.1	mc2.143	mc
pli-tv-bu-vb-pc8:1.2.1	ms2V_222	ms
pli-tv-bu-vb-pc8:1.2.1	msdiv68	msdiv
pli-tv-bu-vb-pc8:1.2.1	ndp2.40	ndp
pli-tv-bu-vb-pc8:1.2.1	pts-cs1.2	pts-cs
pli-tv-bu-vb-pc8:1.2.1	pts-vp-pli4.25	pts-vp-pli
pli-tv-bu-vb-pc8:1.2.1	sya2.211	sya
pli-tv-bu-vb-pc8:1.2.1	vri88.37	vri
pli-tv-bu-vb-pc8:1.2.2	pts-vp-en2.210	pts-vp-en
pli-tv-bu-vb-pc8:1.2.18	ms2V_223	ms
pli-tv-bu-vb-pc8:1.2.20	pts-vp-en2.211	pts-vp-en
pli-tv-bu-vb-pc8:1.2.26.1	dr2.165	dr
pli-tv-bu-vb-pc8:1.2.26.1	ms2V_224	ms
pli-tv-bu-vb-pc8:1.2.26.1	msdiv69	msdiv
pli-tv-bu-vb-pc8:2.1.1	ms2V_225	ms
pli-tv-bu-vb-pc8:2.1.1	msdiv70	msdiv
pli-tv-bu-vb-pc8:2.1.1	ndp2.41	ndp
pli-tv-bu-vb-pc8:2.1.1	pts-cs2.1	pts-cs
pli-tv-bu-vb-pc8:2.1.5	ms2V_226	ms
pli-tv-bu-vb-pc8:2.1.7	cck2.188	cck
pli-tv-bu-vb-pc8:2.1.7	mc2.144	mc
pli-tv-bu-vb-pc8:2.1.7	ms2V_227	ms
pli-tv-bu-vb-pc8:2.1.9.1	csp1ed2.38	csp1ed
pli-tv-bu-vb-pc8:2.1.9.1	csp2ed2.38	csp2ed
pli-tv-bu-vb-pc8:2.1.9.1	ms2V_228	ms
pli-tv-bu-vb-pc8:2.1.11	ms2V_229	ms
pli-tv-bu-vb-pc8:2.1.13	ms2V_230	ms
pli-tv-bu-vb-pc8:2.1.13	sya2.212	sya
pli-tv-bu-vb-pc8:2.1.15	ms2V_231	ms
pli-tv-bu-vb-pc8:2.1.17	bj2.1.80	bj
pli-tv-bu-vb-pc8:2.1.17	ms2V_232	ms
pli-tv-bu-vb-pc8:2.1.17	pts-vp-pli4.26	pts-vp-pli
pli-tv-bu-vb-pc8:2.1.17	vri88.38	vri
pli-tv-bu-vb-pc8:2.1.19	ms2V_233	ms
pli-tv-bu-vb-pc8:2.1.20	pts-vp-en2.212	pts-vp-en
pli-tv-bu-vb-pc8:2.1.21	ms2V_234	ms
pli-tv-bu-vb-pc8:2.1.23	dr2.166	dr
pli-tv-bu-vb-pc8:2.1.23	ms2V_235	ms
pli-tv-bu-vb-pc8:2.1.25	ms2V_236	ms
pli-tv-bu-vb-pc8:2.1.27	ms2V_237	ms
pli-tv-bu-vb-pc8:2.1.27	ndp2.42	ndp
pli-tv-bu-vb-pc8:2.2.1	ms2V_238	ms
pli-tv-bu-vb-pc8:2.2.1	msdiv71	msdiv
