segment_id	reference	text
pli-tv-kd2:8.2.1	pts-cs8.2	pts-cs
pli-tv-kd2:8.2.2	ms3V_597	ms
pli-tv-kd2:8.2.5	cck4.220	cck
pli-tv-kd2:8.2.5	ms3V_598	ms
pli-tv-kd2:8.3.1	csp1ed3.146	csp1ed
pli-tv-kd2:8.3.1	csp2ed3.146	csp2ed
pli-tv-kd2:8.3.1	mc4.153	mc
pli-tv-kd2:8.3.1	ms3V_599	ms
pli-tv-kd2:8.3.1	pts-cs8.3	pts-cs
pli-tv-kd2:8.3.1	sya4.212	sya
pli-tv-kd2:8.3.2	pts-vp-en4.140	pts-vp-en
pli-tv-kd2:8.4.1	pts-cs8.4	pts-cs
pli-tv-kd2:8.4.3	dr4.180	dr
pli-tv-kd2:8.4.3	ms3V_600	ms
pli-tv-kd2:8.4.6	ms3V_601	ms
pli-tv-kd2:9.1.1	bj3.262	bj
pli-tv-kd2:9.1.1	cck4.221	cck
pli-tv-kd2:9.1.1	ms3V_602	ms
pli-tv-kd2:9.1.1	msdiv142	msdiv
pli-tv-kd2:9.1.1	ndp3.111	ndp
pli-tv-kd2:9.1.1	pts-cs9.1	pts-cs
pli-tv-kd2:9.1.1	sya4.213	sya
pli-tv-kd2:9.1.1	vri89.136	vri
pli-tv-kd2:9.1.5	pts-vp-pli1.108	pts-vp-pli
pli-tv-kd2:9.2.1	pts-cs9.2	pts-cs
pli-tv-kd2:9.2.1	pts-vp-en4.141	pts-vp-en
pli-tv-kd2:9.2.5	ms3V_603	ms
pli-tv-kd2:9.2.9	csp1ed3.147	csp1ed
pli-tv-kd2:9.2.9	csp2ed3.147	csp2ed
pli-tv-kd2:9.2.9	dr4.181	dr
pli-tv-kd2:9.2.9	mc4.154	mc
pli-tv-kd2:9.2.9	ms3V_604	ms
pli-tv-kd2:10.1.1	cck4.222	cck
pli-tv-kd2:10.1.1	ms3V_605	ms
pli-tv-kd2:10.1.1	pts-cs10.1	pts-cs
pli-tv-kd2:11.1.1	ms3V_606	ms
pli-tv-kd2:11.1.1	pts-cs11.1	pts-cs
pli-tv-kd2:11.1.1	sya4.214	sya
pli-tv-kd2:11.1.5	pts-vp-en4.142	pts-vp-en
pli-tv-kd2:12.1.1	bj3.264	bj
pli-tv-kd2:12.1.1	cck4.223	cck
pli-tv-kd2:12.1.1	dr4.182	dr
pli-tv-kd2:12.1.1	mc4.155	mc
pli-tv-kd2:12.1.1	ms3V_607	ms
pli-tv-kd2:12.1.1	msdiv143	msdiv
pli-tv-kd2:12.1.1	pts-cs12.1	pts-cs
pli-tv-kd2:12.1.1	pts-vp-pli1.109	pts-vp-pli
pli-tv-kd2:12.1.1	sya4.215	sya
pli-tv-kd2:12.1.1	vri89.137	vri
pli-tv-kd2:12.2.1	pts-cs12.2	pts-cs
pli-tv-kd2:12.2.3	csp1ed3.148	csp1ed
pli-tv-kd2:12.2.3	csp2ed3.148	csp2ed
pli-tv-kd2:12.2.3	ms3V_608	ms
pli-tv-kd2:12.2.4	pts-vp-en4.143	pts-vp-en
pli-tv-kd2:12.2.6	ms3V_609	ms
pli-tv-kd2:12.2.6	ndp3.112	ndp
pli-tv-kd2:12.3.1	cck4.224	cck
pli-tv-kd2:12.3.1	ms3V_610	ms
pli-tv-kd2:12.3.1	pts-cs12.3	pts-cs
pli-tv-kd2:12.3.1	sya4.216	sya
pli-tv-kd2:12.4.1	pts-cs12.4	pts-cs
pli-tv-kd2:12.4.3	bj3.266	bj
pli-tv-kd2:12.4.3	dr4.183	dr
pli-tv-kd2:12.4.3	ms3V_611	ms
pli-tv-kd2:12.4.3	msdiv144	msdiv
pli-tv-kd2:12.4.3	vri89.138	vri
pli-tv-kd2:12.4.4	pts-vp-pli1.110	pts-vp-pli
pli-tv-kd2:12.4.6	cck4.225	cck
pli-tv-kd2:12.4.6	csp1ed3.149	csp1ed
pli-tv-kd2:12.4.6	csp2ed3.149	csp2ed
pli-tv-kd2:12.4.6	mc4.156	mc
pli-tv-kd2:12.4.6	ms3V_612	ms
pli-tv-kd2:12.4.11	pts-vp-en4.144	pts-vp-en
pli-tv-kd2:12.5.1	ms3V_613	ms
pli-tv-kd2:12.5.1	msdiv145	msdiv
pli-tv-kd2:12.5.1	pts-cs12.5	pts-cs
pli-tv-kd2:12.5.1	sya4.217	sya
pli-tv-kd2:12.5.5	ms3V_614	ms
pli-tv-kd2:12.5.8	dr4.184	dr
pli-tv-kd2:12.5.8	ms3V_615	ms
pli-tv-kd2:12.6.1	cck4.226	cck
pli-tv-kd2:12.6.1	ms3V_616	ms
pli-tv-kd2:12.6.1	ndp3.113	ndp
pli-tv-kd2:12.6.1	pts-cs12.6	pts-cs
pli-tv-kd2:12.6.3	ms3V_617	ms
pli-tv-kd2:12.6.3	msdiv146	msdiv
pli-tv-kd2:12.6.3	vri89.139	vri
pli-tv-kd2:12.6.6	bj3.268	bj
pli-tv-kd2:12.6.6	mc4.157	mc
pli-tv-kd2:12.6.6	ms3V_618	ms
pli-tv-kd2:12.6.6	sya4.218	sya
pli-tv-kd2:12.6.7	pts-vp-en4.145	pts-vp-en
pli-tv-kd2:12.7.1	cck4.227	cck
pli-tv-kd2:12.7.1	csp1ed3.150	csp1ed
pli-tv-kd2:12.7.1	csp2ed3.150	csp2ed
pli-tv-kd2:12.7.1	dr4.185	dr
pli-tv-kd2:12.7.1	ms3V_619	ms
pli-tv-kd2:12.7.1	msdiv147	msdiv
pli-tv-kd2:12.7.1	pts-cs12.7	pts-cs
pli-tv-kd2:12.7.1	pts-vp-pli1.111	pts-vp-pli
pli-tv-kd2:12.7.1	sya4.219	sya
pli-tv-kd2:13.1.1	ms3V_620	ms
pli-tv-kd2:13.1.1	msdiv148	msdiv
pli-tv-kd2:13.1.1	pts-cs13.1	pts-cs
pli-tv-kd2:13.2.1	cck4.228	cck
pli-tv-kd2:13.2.1	ms3V_621	ms
pli-tv-kd2:13.2.1	pts-cs13.2	pts-cs
pli-tv-kd2:13.2.3	pts-vp-en4.146	pts-vp-en
pli-tv-kd2:14.1.1	bj3.270	bj
pli-tv-kd2:14.1.1	dr4.186	dr
pli-tv-kd2:14.1.1	mc4.158	mc
pli-tv-kd2:14.1.1	ms3V_622	ms
pli-tv-kd2:14.1.1	msdiv149	msdiv
pli-tv-kd2:14.1.1	pts-cs14.1	pts-cs
pli-tv-kd2:14.1.1	sya4.220	sya
pli-tv-kd2:14.1.1	vri89.140	vri
pli-tv-kd2:14.2.1	cck4.229	cck
pli-tv-kd2:14.2.1	csp1ed3.151	csp1ed
pli-tv-kd2:14.2.1	csp2ed3.151	csp2ed
pli-tv-kd2:14.2.1	ms3V_623	ms
pli-tv-kd2:14.2.1	ndp3.114	ndp
pli-tv-kd2:14.2.1	pts-cs14.2	pts-cs
pli-tv-kd2:14.3.3	pts-cs14.3	pts-cs
pli-tv-kd2:14.3.5	pts-vp-pli1.112	pts-vp-pli
pli-tv-kd2:14.3.6	pts-vp-en4.147	pts-vp-en
pli-tv-kd2:15.1.1	dr4.187	dr
pli-tv-kd2:15.1.1	ms3V_624	ms
pli-tv-kd2:15.1.1	msdiv150	msdiv
pli-tv-kd2:15.1.1	pts-cs15.1	pts-cs
pli-tv-kd2:15.1.1	sya4.221	sya
pli-tv-kd2:15.2.1	bj3.272	bj
pli-tv-kd2:15.2.1	mc4.159	mc
pli-tv-kd2:15.2.1	ms3V_625	ms
pli-tv-kd2:15.2.1	pts-cs15.2	pts-cs
pli-tv-kd2:15.2.1	vri89.141	vri
pli-tv-kd2:15.3.1	cck4.230	cck
pli-tv-kd2:15.3.1	csp1ed3.152	csp1ed
pli-tv-kd2:15.3.1	csp2ed3.152	csp2ed
pli-tv-kd2:15.3.1	ms3V_626	ms
pli-tv-kd2:15.3.1	pts-cs15.3	pts-cs
pli-tv-kd2:15.3.1	pts-vp-en4.148	pts-vp-en
pli-tv-kd2:15.4.1	ms3V_627	ms
pli-tv-kd2:15.4.1	ndp3.115	ndp
pli-tv-kd2:15.4.1	pts-cs15.4	pts-cs
pli-tv-kd2:15.4.1	sya4.222	sya
pli-tv-kd2:15.4.7	pts-vp-pli1.113	pts-vp-pli
pli-tv-kd2:15.5.1	dr4.188	dr
pli-tv-kd2:15.5.1	ms3V_628	ms
pli-tv-kd2:15.5.1	pts-cs15.5	pts-cs
pli-tv-kd2:15.6.1	cck4.231	cck
pli-tv-kd2:15.6.1	mc4.160	mc
pli-tv-kd2:15.6.1	ms3V_629	ms
pli-tv-kd2:15.6.1	msdiv151	msdiv
pli-tv-kd2:15.6.1	pts-cs15.6	pts-cs
pli-tv-kd2:15.6.1	pts-vp-en4.149	pts-vp-en
pli-tv-kd2:15.6.1	sya4.223	sya
pli-tv-kd2:15.7.1	pts-cs15.7	pts-cs
pli-tv-kd2:15.7.3	csp1ed3.153	csp1ed
pli-tv-kd2:15.7.3	csp2ed3.153	csp2ed
pli-tv-kd2:15.7.3	ms3V_630	ms
pli-tv-kd2:15.7.3	vri89.142	vri
pli-tv-kd2:15.7.6	bj3.274	bj
pli-tv-kd2:15.7.6	ms3V_631	ms
pli-tv-kd2:15.7.8	ms3V_632	ms
pli-tv-kd2:15.8.1	ms3V_633	ms
pli-tv-kd2:15.8.1	pts-cs15.8	pts-cs
pli-tv-kd2:15.9.1	cck4.232	cck
pli-tv-kd2:15.9.1	dr4.189	dr
pli-tv-kd2:15.9.1	ms3V_634	ms
pli-tv-kd2:15.9.1	msdiv152	msdiv
pli-tv-kd2:15.9.1	pts-cs15.9	pts-cs
pli-tv-kd2:15.9.5	pts-vp-en4.150	pts-vp-en
pli-tv-kd2:15.10.1	pts-cs15.10	pts-cs
pli-tv-kd2:15.10.1	pts-vp-pli1.114	pts-vp-pli
pli-tv-kd2:15.10.3	mc4.161	mc
pli-tv-kd2:15.10.3	ms3V_635	ms
pli-tv-kd2:15.10.3	sya4.224	sya
pli-tv-kd2:15.10.6	ms3V_636	ms
pli-tv-kd2:15.10.6	ndp3.116	ndp
pli-tv-kd2:15.10.8	ms3V_637	ms
pli-tv-kd2:15.11.1	csp1ed3.154	csp1ed
pli-tv-kd2:15.11.1	csp2ed3.154	csp2ed
pli-tv-kd2:15.11.1	ms3V_638	ms
pli-tv-kd2:15.11.1	pts-cs15.11	pts-cs
pli-tv-kd2:15.11.1	vri89.143	vri
pli-tv-kd2:16.1.1	dr4.190	dr
pli-tv-kd2:16.1.1	ms3V_639	ms
pli-tv-kd2:16.1.1	msdiv153	msdiv
pli-tv-kd2:16.1.1	pts-cs16.1	pts-cs
pli-tv-kd2:16.2.1	bj3.276	bj
pli-tv-kd2:16.2.1	cck4.233	cck
pli-tv-kd2:16.2.1	ms3V_640	ms
pli-tv-kd2:16.2.1	pts-cs16.2	pts-cs
pli-tv-kd2:16.2.1	pts-vp-en4.151	pts-vp-en
pli-tv-kd2:16.3.1	mc4.162	mc
pli-tv-kd2:16.3.1	ms3V_641	ms
pli-tv-kd2:16.3.1	pts-cs16.3	pts-cs
pli-tv-kd2:16.3.1	sya4.225	sya
pli-tv-kd2:16.4.1	ms3V_642	ms
pli-tv-kd2:16.4.1	msdiv154	msdiv
pli-tv-kd2:16.4.1	pts-cs16.4	pts-cs
pli-tv-kd2:16.4.5	pts-vp-pli1.115	pts-vp-pli
pli-tv-kd2:16.5.1	cck4.234	cck
pli-tv-kd2:16.5.1	csp1ed3.155	csp1ed
pli-tv-kd2:16.5.1	csp2ed3.155	csp2ed
pli-tv-kd2:16.5.1	dr4.191	dr
pli-tv-kd2:16.5.1	ms3V_643	ms
pli-tv-kd2:16.5.1	ndp3.117	ndp
pli-tv-kd2:16.5.1	pts-cs16.5	pts-cs
pli-tv-kd2:16.5.1	vri89.144	vri
pli-tv-kd2:16.6.1	ms3V_644	ms
pli-tv-kd2:16.6.1	pts-cs16.6	pts-cs
pli-tv-kd2:16.6.1	pts-vp-en4.152	pts-vp-en
pli-tv-kd2:16.6.1	sya4.226	sya
pli-tv-kd2:16.7.1	mc4.163	mc
pli-tv-kd2:16.7.1	ms3V_645	ms
pli-tv-kd2:16.7.1	pts-cs16.7	pts-cs
pli-tv-kd2:16.8.1	bj3.278	bj
pli-tv-kd2:16.8.1	ms3V_646	ms
pli-tv-kd2:16.8.1	pts-cs16.8	pts-cs
pli-tv-kd2:16.9.1	cck4.235	cck
pli-tv-kd2:16.9.1	ms3V_647	ms
pli-tv-kd2:16.9.1	pts-cs16.9	pts-cs
pli-tv-kd2:16.9.6	ms3V_648	ms
pli-tv-kd2:16.9.6	sya4.227	sya
pli-tv-kd2:17.1.1	bj3.280	bj
pli-tv-kd2:17.1.1	csp1ed3.156	csp1ed
pli-tv-kd2:17.1.1	csp2ed3.156	csp2ed
pli-tv-kd2:17.1.1	dr4.192	dr
pli-tv-kd2:17.1.1	mc4.164	mc
pli-tv-kd2:17.1.1	ms3V_649	ms
pli-tv-kd2:17.1.1	msdiv155	msdiv
pli-tv-kd2:17.1.1	pts-cs17.1	pts-cs
pli-tv-kd2:17.1.1	vri89.145	vri
pli-tv-kd2:17.1.4	pts-vp-en4.153	pts-vp-en
pli-tv-kd2:17.1.4	pts-vp-pli1.116	pts-vp-pli
pli-tv-kd2:17.2.1	pts-cs17.2	pts-cs
pli-tv-kd2:17.3.1	cck4.236	cck
pli-tv-kd2:17.3.1	ms3V_650	ms
pli-tv-kd2:17.3.1	ndp3.118	ndp
pli-tv-kd2:17.3.1	pts-cs17.3	pts-cs
pli-tv-kd2:17.3.1	sya4.228	sya
pli-tv-kd2:17.3.18	pts-cs17.4	pts-cs
pli-tv-kd2:17.4.1	bj3.282	bj
pli-tv-kd2:17.4.1	csp1ed3.157	csp1ed
pli-tv-kd2:17.4.1	csp2ed3.157	csp2ed
pli-tv-kd2:17.4.1	dr4.193	dr
pli-tv-kd2:17.4.1	ms3V_651	ms
pli-tv-kd2:17.4.1	vri89.146	vri
pli-tv-kd2:17.5.9	pts-cs17.5	pts-cs
pli-tv-kd2:17.6.1	cck4.237	cck
pli-tv-kd2:17.6.1	mc4.165	mc
pli-tv-kd2:17.6.1	ms3V_652	ms
pli-tv-kd2:17.6.1	pts-cs17.6	pts-cs
pli-tv-kd2:17.6.1	sya4.229	sya
pli-tv-kd2:17.6.7	pts-vp-en4.154	pts-vp-en
pli-tv-kd2:17.6.7	pts-vp-pli1.117	pts-vp-pli
pli-tv-kd2:18.1.1	ms3V_653	ms
pli-tv-kd2:18.1.1	msdiv156	msdiv
pli-tv-kd2:18.1.1	pts-cs18.1	pts-cs
pli-tv-kd2:18.1.2	dr4.194	dr
pli-tv-kd2:18.1.2	ms3V_654	ms
pli-tv-kd2:18.2.1	pts-cs18.2	pts-cs
pli-tv-kd2:18.3.1	cck4.238	cck
pli-tv-kd2:18.3.1	ms3V_655	ms
pli-tv-kd2:18.3.1	msdiv157	msdiv
pli-tv-kd2:18.3.1	ndp3.119	ndp
pli-tv-kd2:18.3.1	pts-cs18.3	pts-cs
pli-tv-kd2:18.3.1	sya4.230	sya
pli-tv-kd2:18.4.1	csp1ed3.158	csp1ed
pli-tv-kd2:18.4.1	csp2ed3.158	csp2ed
pli-tv-kd2:18.4.1	ms3V_656	ms
pli-tv-kd2:18.4.1	pts-cs18.4	pts-cs
pli-tv-kd2:19.1.1	mc4.166	mc
pli-tv-kd2:19.1.1	ms3V_657	ms
pli-tv-kd2:19.1.1	msdiv158	msdiv
pli-tv-kd2:19.1.1	pts-cs19.1	pts-cs
pli-tv-kd2:19.1.1	vri89.147	vri
pli-tv-kd2:19.1.4	pts-vp-en4.155	pts-vp-en
pli-tv-kd2:19.1.5	ms3V_658	ms
pli-tv-kd2:19.1.9	ms3V_659	ms
pli-tv-kd2:19.1.12	dr4.195	dr
pli-tv-kd2:19.1.12	ms3V_660	ms
pli-tv-kd2:20.1.1	bj3.284	bj
pli-tv-kd2:20.1.1	cck4.239	cck
pli-tv-kd2:20.1.1	ms3V_661	ms
pli-tv-kd2:20.1.1	msdiv159	msdiv
pli-tv-kd2:20.1.1	pts-cs20.1	pts-cs
pli-tv-kd2:20.1.1	pts-vp-pli1.118	pts-vp-pli
pli-tv-kd2:20.1.1	sya4.231	sya
pli-tv-kd2:20.2.1	ms3V_662	ms
pli-tv-kd2:20.2.1	pts-cs20.2	pts-cs
pli-tv-kd2:20.2.5	mc4.167	mc
pli-tv-kd2:20.2.5	ms3V_663	ms
pli-tv-kd2:20.3.1	csp1ed3.159	csp1ed
pli-tv-kd2:20.3.1	csp2ed3.159	csp2ed
pli-tv-kd2:20.3.1	ms3V_664	ms
pli-tv-kd2:20.3.1	msdiv160	msdiv
pli-tv-kd2:20.3.1	pts-cs20.3	pts-cs
pli-tv-kd2:20.3.1	vri89.148	vri
pli-tv-kd2:20.3.5	ms3V_665	ms
pli-tv-kd2:20.3.9	dr4.196	dr
pli-tv-kd2:20.3.9	ms3V_666	ms
pli-tv-kd2:20.3.9	ndp3.120	ndp
pli-tv-kd2:20.3.11	pts-vp-en4.156	pts-vp-en
pli-tv-kd2:20.4.1	ms3V_667	ms
pli-tv-kd2:20.4.1	msdiv161	msdiv
pli-tv-kd2:20.4.1	pts-cs20.4	pts-cs
pli-tv-kd2:20.4.1	sya4.232	sya
pli-tv-kd2:20.4.5	cck4.240	cck
pli-tv-kd2:20.4.5	ms3V_668	ms
pli-tv-kd2:20.4.9	ms3V_669	ms
pli-tv-kd2:20.5.1	mc4.168	mc
pli-tv-kd2:20.5.1	ms3V_670	ms
pli-tv-kd2:20.5.1	msdiv162	msdiv
pli-tv-kd2:20.5.1	pts-cs20.5	pts-cs
pli-tv-kd2:20.5.5	pts-vp-pli1.119	pts-vp-pli
pli-tv-kd2:20.6.1	bj3.286	bj
pli-tv-kd2:20.6.1	ms3V_671	ms
pli-tv-kd2:20.6.1	pts-cs20.6	pts-cs
pli-tv-kd2:20.6.1	vri89.149	vri
pli-tv-kd2:20.6.5	csp1ed3.160	csp1ed
pli-tv-kd2:20.6.5	csp2ed3.160	csp2ed
pli-tv-kd2:20.6.5	ms3V_672	ms
pli-tv-kd2:21.1.1	dr4.197	dr
pli-tv-kd2:21.1.1	ms3V_673	ms
pli-tv-kd2:21.1.1	msdiv163	msdiv
pli-tv-kd2:21.1.1	pts-cs21.1	pts-cs
pli-tv-kd2:21.1.1	sya4.233	sya
pli-tv-kd2:21.1.2	pts-vp-en4.157	pts-vp-en
pli-tv-kd2:21.1.3	cck4.241	cck
pli-tv-kd2:21.1.3	ms3V_674	ms
pli-tv-kd2:21.2.1	cck4.242	cck
pli-tv-kd2:21.2.1	mc4.169	mc
pli-tv-kd2:21.2.1	ms3V_675	ms
pli-tv-kd2:21.2.1	ndp3.121	ndp
pli-tv-kd2:21.2.1	pts-cs21.2	pts-cs
pli-tv-kd2:21.3.1	csp1ed3.161	csp1ed
pli-tv-kd2:21.3.1	csp2ed3.161	csp2ed
pli-tv-kd2:21.3.1	dr4.198	dr
pli-tv-kd2:21.3.1	ms3V_676	ms
pli-tv-kd2:21.3.1	pts-cs21.3	pts-cs
pli-tv-kd2:21.3.1	sya4.234	sya
pli-tv-kd2:21.3.1	vri89.150	vri
pli-tv-kd2:21.3.2	pts-vp-en4.158	pts-vp-en
pli-tv-kd2:21.3.7	pts-vp-pli1.120	pts-vp-pli
pli-tv-kd2:21.4.1	bj3.288	bj
pli-tv-kd2:21.4.1	ms3V_677	ms
pli-tv-kd2:21.4.1	pts-cs21.4	pts-cs
pli-tv-kd2:22.1.1	cck4.243	cck
pli-tv-kd2:22.1.1	mc4.170	mc
pli-tv-kd2:22.1.1	ms3V_678	ms
pli-tv-kd2:22.1.1	msdiv164	msdiv
pli-tv-kd2:22.1.1	pts-cs22.1	pts-cs
pli-tv-kd2:22.1.1	sya4.235	sya
pli-tv-kd2:22.1.5	csp1ed3.162	csp1ed
pli-tv-kd2:22.1.5	csp2ed3.162	csp2ed
pli-tv-kd2:22.1.5	dr4.199	dr
pli-tv-kd2:22.1.5	ms3V_679	ms
pli-tv-kd2:22.1.5	ndp3.122	ndp
pli-tv-kd2:22.1.9	pts-vp-en4.159	pts-vp-en
pli-tv-kd2:22.2.1	pts-cs22.2	pts-cs
pli-tv-kd2:22.3.1	cck4.244	cck
pli-tv-kd2:22.3.1	mc4.171	mc
pli-tv-kd2:22.3.1	ms3V_680	ms
pli-tv-kd2:22.3.1	pts-cs22.3	pts-cs
pli-tv-kd2:22.3.1	sya4.236	sya
pli-tv-kd2:22.3.1	vri89.151	vri
pli-tv-kd2:22.3.4	pts-vp-pli1.121	pts-vp-pli
pli-tv-kd2:22.3.14	pts-vp-en4.160	pts-vp-en
pli-tv-kd2:22.4.1	bj3.290	bj
pli-tv-kd2:22.4.1	dr4.200	dr
pli-tv-kd2:22.4.1	ms3V_681	ms
pli-tv-kd2:22.4.1	pts-cs22.4	pts-cs
pli-tv-kd2:22.4.4	cck4.245	cck
pli-tv-kd2:22.4.4	ms3V_682	ms
pli-tv-kd2:22.4.7	ms3V_683	ms
pli-tv-kd2:22.4.9	ms3V_684	ms
pli-tv-kd2:22.4.9	sya4.237	sya
pli-tv-kd2:23.1.1	csp1ed3.163	csp1ed
pli-tv-kd2:23.1.1	csp2ed3.163	csp2ed
pli-tv-kd2:23.1.1	ms3V_685	ms
pli-tv-kd2:23.1.1	msdiv165	msdiv
pli-tv-kd2:23.1.1	pts-cs23.1	pts-cs
pli-tv-kd2:23.1.1	pts-vp-en4.161	pts-vp-en
pli-tv-kd2:23.1.1	vri89.152	vri
pli-tv-kd2:23.1.5	cck4.246	cck
pli-tv-kd2:23.1.5	dr4.201	dr
pli-tv-kd2:23.1.5	mc4.172	mc
pli-tv-kd2:23.1.5	ms3V_686	ms
pli-tv-kd2:23.1.5	ndp3.123	ndp
pli-tv-kd2:23.2.1	pts-cs23.2	pts-cs
pli-tv-kd2:23.2.2	pts-vp-pli1.122	pts-vp-pli
pli-tv-kd2:23.3.1	bj3.292	bj
pli-tv-kd2:23.3.1	ms3V_687	ms
pli-tv-kd2:23.3.1	pts-cs23.3	pts-cs
pli-tv-kd2:23.3.1	sya4.238	sya
pli-tv-kd2:23.3.24	cck4.247	cck
pli-tv-kd2:23.3.24	csp1ed3.164	csp1ed
pli-tv-kd2:23.3.24	csp2ed3.164	csp2ed
pli-tv-kd2:23.3.24	ms3V_688	ms
pli-tv-kd2:23.3.24	pts-vp-en4.162	pts-vp-en
pli-tv-kd2:23.3.27	dr4.202	dr
pli-tv-kd2:23.3.27	ms3V_689	ms
pli-tv-kd2:23.3.27	vri89.153	vri
pli-tv-kd2:23.3.30	mc4.173	mc
pli-tv-kd2:23.3.30	ms3V_690	ms
pli-tv-kd2:23.3.30	sya4.239	sya
pli-tv-kd2:23.3.32	ms3V_691	ms
pli-tv-kd2:24.1.1	bj3.294	bj
pli-tv-kd2:24.1.1	ms3V_692	ms
pli-tv-kd2:24.1.1	msdiv166	msdiv
pli-tv-kd2:24.1.1	pts-cs24.1	pts-cs
pli-tv-kd2:24.1.3	cck4.248	cck
pli-tv-kd2:24.1.3	ms3V_693	ms
pli-tv-kd2:24.1.3	ndp3.124	ndp
pli-tv-kd2:24.2.1	pts-cs24.2	pts-cs
pli-tv-kd2:24.3.1	csp1ed3.165	csp1ed
pli-tv-kd2:24.3.1	csp2ed3.165	csp2ed
pli-tv-kd2:24.3.1	dr4.203	dr
pli-tv-kd2:24.3.1	ms3V_694	ms
pli-tv-kd2:24.3.1	pts-cs24.3	pts-cs
pli-tv-kd2:24.3.1	sya4.240	sya
pli-tv-kd2:24.3.1	vri89.154	vri
pli-tv-kd2:25.1.1	cck4.249	cck
pli-tv-kd2:25.1.1	mc4.174	mc
pli-tv-kd2:25.1.1	ms3V_695	ms
pli-tv-kd2:25.1.1	msdiv167	msdiv
pli-tv-kd2:25.1.1	pts-cs25.1	pts-cs
pli-tv-kd2:25.1.1	pts-vp-en4.163	pts-vp-en
pli-tv-kd2:25.1.1	pts-vp-pli1.123	pts-vp-pli
pli-tv-kd2:25.1.5	bj3.296	bj
pli-tv-kd2:25.1.5	ms3V_696	ms
pli-tv-kd2:25.1.5	sya4.241	sya
pli-tv-kd2:25.2.1	pts-cs25.2	pts-cs
pli-tv-kd2:25.3.1	pts-cs25.3	pts-cs
pli-tv-kd2:25.3.3	cck4.250	cck
pli-tv-kd2:25.3.3	csp1ed3.166	csp1ed
pli-tv-kd2:25.3.3	csp2ed3.166	csp2ed
pli-tv-kd2:25.3.3	dr4.204	dr
pli-tv-kd2:25.3.3	ms3V_697	ms
pli-tv-kd2:25.3.3	ndp3.125	ndp
pli-tv-kd2:25.4.1	mc4.175	mc
pli-tv-kd2:25.4.1	ms3V_698	ms
pli-tv-kd2:25.4.1	pts-cs25.4	pts-cs
pli-tv-kd2:25.4.1	sya4.242	sya
pli-tv-kd2:25.4.1	vri89.155	vri
pli-tv-kd2:25.4.3	pts-vp-en4.164	pts-vp-en
pli-tv-kd2:25.4.9	cck4.251	cck
pli-tv-kd2:25.4.9	ms3V_699	ms
pli-tv-kd2:26.1.1	bj3.298	bj
pli-tv-kd2:26.1.1	csp1ed3.167	csp1ed
pli-tv-kd2:26.1.1	csp2ed3.167	csp2ed
pli-tv-kd2:26.1.1	dr4.205	dr
pli-tv-kd2:26.1.1	ms3V_700	ms
pli-tv-kd2:26.1.1	msdiv168	msdiv
pli-tv-kd2:26.1.1	pts-cs26.1	pts-cs
pli-tv-kd2:26.1.1	pts-vp-pli1.124	pts-vp-pli
pli-tv-kd2:26.2.1	ms3V_701	ms
pli-tv-kd2:26.2.1	pts-cs26.2	pts-cs
pli-tv-kd2:26.2.1	sya4.243	sya
pli-tv-kd2:26.3.1	pts-cs26.3	pts-cs
pli-tv-kd2:26.3.3	ms3V_702	ms
pli-tv-kd2:26.3.3	pts-vp-en4.165	pts-vp-en
pli-tv-kd2:26.3.6	cck4.252	cck
pli-tv-kd2:26.3.6	mc4.176	mc
pli-tv-kd2:26.3.6	ms3V_703	ms
pli-tv-kd2:26.3.6	vri89.156	vri
pli-tv-kd2:26.4.1	ms3V_704	ms
pli-tv-kd2:26.4.1	pts-cs26.4	pts-cs
pli-tv-kd2:26.5.1	dr4.206	dr
pli-tv-kd2:26.5.1	ms3V_705	ms
pli-tv-kd2:26.5.1	ndp3.126	ndp
pli-tv-kd2:26.5.1	pts-cs26.5	pts-cs
pli-tv-kd2:26.5.1	sya4.244	sya
pli-tv-kd2:26.6.1	pts-cs26.6	pts-cs
pli-tv-kd2:26.6.5	pts-vp-pli1.125	pts-vp-pli
pli-tv-kd2:26.7.1	cck4.253	cck
pli-tv-kd2:26.7.1	csp1ed3.168	csp1ed
pli-tv-kd2:26.7.1	csp2ed3.168	csp2ed
pli-tv-kd2:26.7.1	ms3V_706	ms
pli-tv-kd2:26.7.1	pts-cs26.7	pts-cs
pli-tv-kd2:26.7.1	pts-vp-en4.166	pts-vp-en
pli-tv-kd2:26.8.1	bj3.300	bj
pli-tv-kd2:26.8.1	dr4.207	dr
pli-tv-kd2:26.8.1	mc4.177	mc
pli-tv-kd2:26.8.1	ms3V_707	ms
pli-tv-kd2:26.8.1	pts-cs26.8	pts-cs
pli-tv-kd2:26.8.1	sya4.245	sya
pli-tv-kd2:26.8.1	vri89.157	vri
pli-tv-kd2:26.9.1	pts-cs26.9	pts-cs
pli-tv-kd2:26.10.1	cck4.254	cck
pli-tv-kd2:26.10.1	ms3V_708	ms
pli-tv-kd2:26.10.1	pts-cs26.10	pts-cs
pli-tv-kd2:27.1.1	ms3V_709	ms
pli-tv-kd2:27.1.1	msdiv169	msdiv
pli-tv-kd2:27.1.1	pts-cs27.1	pts-cs
pli-tv-kd2:27.1.1	pts-vp-en4.167	pts-vp-en
pli-tv-kd2:27.1.8	csp1ed3.169	csp1ed
